,tweets,label,agreement
973,i wanna be at mmr day,0.0,1.0
974,dollars worth of medicinevaccinesshots for africa my arms as dead as my bank,1.0,1.0
975,smurf got mmr last night _,0.0,1.0
976,my bestfriend mmr knows miley hold song the climb lmboo ilovee that poop,0.0,1.0
977,in other news it was officially tested and proven that vaccines dont cause autism so vaccinate your kids you fucking morons,1.0,1.0
978,how one unvaccinated child sparked the minnesota measles outbreak a measles outbreak in minnesota offers a case,0.0,0.6666666666666666
979,good thing i didnt get one then lol cdc flu vaccine may not be effective for this years strains,-1.0,0.6666666666666666
980,holy crap i had no idea rt my shot scar from childhood do we still need it,0.0,1.0
981,barefoot child in mall,0.0,1.0
982,confirmed cases of measles in californiacentered outbreak,0.0,1.0
983,did you hear that eric holder said school districts have to admit them without vaccinations,0.0,0.6666666666666666
984,looking ass bitches eazymix,0.0,1.0
985,measles virus proves deadly to cancer,0.0,0.6666666666666666
986,today in kids received first polio vaccine,0.0,1.0
987,yellow fever vaccine passport health nyc in new york ny,0.0,1.0
988,no geom for today yay will be at school half of my second block but oh god shots of immunization for me later,1.0,0.6666666666666666
989,in lack access to lifesaving immunizations they need to stay healthy join the fight,1.0,1.0
990,two dozen measles cases tied to disney theme parks protect your kids fucking antivaxers,1.0,1.0
991,grampy why did you say that dont bring me measles thats just what i dont need now,0.0,1.0
992,measles cases linked to disney theme parks,0.0,0.6666666666666666
993,poverty isnt hereditary poverty is an infectious disease only wealthy people are vaccinated,0.0,0.6666666666666666
994,got caught slippin,0.0,1.0
995,measle vaccinations should be mandatory,1.0,0.6666666666666666
996,got email from my health insurance about measles i shouldnt have to know anything theres a vaccine no one should have it,-1.0,0.6666666666666666
997,getting the measles vaccine is much safer than getting the measles infection,1.0,1.0
998,nd measles case reported in denver area a man exposed to the measles at a lone tree doctors office is,0.0,1.0
999,has changed recommendation for getting infants vaccinated against my report next on or watch on,0.0,0.6666666666666666
1000,yea but its pretty cool i like itimma b the main safety for the whole job at night time like for all the other companies an mmr,0.0,1.0
1001,im gonna be so pissed if i get polio or the black death because some misinformed bimbo parents dont want jimmy or sally to be vaccinated,1.0,1.0
1002,this baby is dead due to vaccines explain it to this mother how vaccines are safe,-1.0,1.0
1003,amnews why did some experimental hiv vaccines increase risk of infection in margaret heckler then the,0.0,0.6666666666666666
1004,polio vaccine it kept me from infecting andor killing millions i still vote yoga pants,1.0,1.0
1005,this cough wont go away i think i got a redneck disease from some louisville fan that my nonincestuous body has no immunity for,0.0,1.0
1006,nigga what people in us got measles,0.0,0.6666666666666666
1007,cdc hpv vaccine for human papillomavirus preteenteenadolescent vaccines,0.0,0.6666666666666666
1008,what would you say to the parents of the indian children that for paralyzed by the same vaccine,-1.0,1.0
1009,cada dia vaccines are about profit not health i promise you the fda wont heal america if they could why havent they done it y,-1.0,0.6666666666666666
1010,i can cite stats from before vaccination was widely available and whats your argument more child deaths are ok,1.0,0.6666666666666666
1011,senator pan shares his concern about protecting those who cannot have immunizations such as babies,1.0,0.6666666666666666
1012,la unified tracks measles shots reports higher vaccination levels los angeles school officials have launched an,0.0,1.0
1013,actress jenny mccarthy dont your kids but absolutely loves botox injections,1.0,1.0
1014,got a child going into th grade dont miss the free required dtap vaccine aug free clinic,1.0,1.0
1015,are you ready kids madhatterdc,0.0,1.0
1016,rt parents in arrested for not vaccinating their children can we do this in the us please,1.0,1.0
1017,whoops maybe spoke too soon idk rt earthquakes are caused by vaccinating your children plz rt,0.0,1.0
1018,when i have children they are getting every vaccine needed,1.0,0.6666666666666666
1019,university of virginia confirms mumps case on campus get ur kids vaccinated,1.0,1.0
1020,texas republican calls for limiting vaccine exemptions,0.0,0.6666666666666666
1021,cdc vaccine information statements update,1.0,0.6666666666666666
1022,my friend had measles night at his awana club measle for every verse memorized awa,0.0,1.0
1023,my first bacon ride and i fell over on an mmr dirt road about a mile from platte river state park,0.0,1.0
1024,health fact of the day ferrets are used in influenza studies because they respond to the flu much as people do,1.0,0.6666666666666666
1025,why your neighbors can put your kids at risk its called the herd effect,1.0,0.6666666666666666
1026,manheim pa i just watched bob hollenshead sell an audi a for behind mmr,0.0,1.0
1027,no ones died of measles this year hon amp your irrational fears of godknowswhat dont make americans afraid,0.0,0.6666666666666666
1028,can you mfers just get the measles vaccine for christ sake,1.0,1.0
1029,your voice can give a child a comment or share vaccine for a child in need,1.0,1.0
1030,is it safe to delay your childs immunizations thats how many vaccinations are recommended for a child by the,0.0,1.0
1031,where measles cases have been reported and how the current outbreak compares to,0.0,0.6666666666666666
1032,looks like i have a legit case of the measles,0.0,1.0
1033,rtuser the refusal to vaccinate ones own kids is a trait that unites both conservative assholes liberal assholes,1.0,0.6666666666666666
1034,anyone who has read my stuff over the years knows i am very troubled by govt mandated anything so get your kid fucking vaccinated,1.0,1.0
1035,if i aint the illest nigga im his new vaccine really more like poison when his new jack swing amp my bed is like a deck of card black queens,0.0,1.0
1036,austrialia to deny benefits to families that dont vaccinate their kids,-1.0,0.3333333333333333
1037,people with measles might have caught it at disneyland lt yet another reason disneyland is the worst,0.0,0.6666666666666666
1038,science subcommittee chairman doesnt vaccinate his kids why am i not surprised,1.0,0.6666666666666666
1039,very sweet cashier at grocery store asked about my valentines plans i resisted the urge to say writing about measles or tenure,0.0,1.0
1040,infants at illinois day care diagnosed with measles,0.0,1.0
1041,groups want stricter vaccination rules a group of health organizations wants to make it harder for parents of,0.0,1.0
1042,drip drip,0.0,0.6666666666666666
1043,if your child suffers from adhd asthma allergies or autism see and you will be pissed,-1.0,1.0
1044,isnt it interesting that public health officials never promote the various proven ways to avoid the flu other than through vaccination,-1.0,1.0
1045,just ate at bonzai hope i dont get the measles,0.0,1.0
1046,vaccine reality if the few shout loud enough about unfounded data the children of the masses quietly become more vulnerable,1.0,0.6666666666666666
1047,really my mmr is messed up now i end up with plat some games then later with gold v kids so anoyoying,0.0,1.0
1048,with ebola people hoped wished amp prayed for a vaccine w we have one telling it like it is,1.0,1.0
1049,flu vaccine little boy mohawk whats not to love at vaccine days cdc making fun of his na heritage,1.0,0.6666666666666666
1050,eating a slice at arinells in berkeley young women talk about how they want kids but wont vaccinate bc of conspiracy bullshit,1.0,1.0
1051,sixty mmr life,0.0,1.0
1052,im dead great then i got the hepatitis vaccine for nothing,-1.0,0.3333333333333333
1053,goodbye ebolahello measles,0.0,1.0
1054,ummmmm last week a woman was possibly cured of cancer after a massive dose of measles vaccine,1.0,1.0
1055,highest number of measles cases in the us in years i want to kick every person in the face who claims vaccines are bad,-1.0,0.3333333333333333
1056,jane seward cdc measles deaths million casesyear lots of importation to us from europe other countries,0.0,1.0
1057,experienced measles epidemics in houston as a resident devastating knowing an immunization would have saved womeninfant,1.0,1.0
1058,told my mom immunization consent forms were scary she said the diseases r a lot scarierampshe saw kids die from them,1.0,0.6666666666666666
1059,my children are amp completely up to date on their vaccines im questioning the meningitis my son,1.0,1.0
1060,this year i absolutely despise ljt because ill be working at the closest bank to mmr and the fact that the taylors bank w us,0.0,1.0
1061,cant wait until all the kids start going back to school vaccinate your kids people,1.0,1.0
1062,grossmont clinic closes after five people show measles symptoms the sharprees stealy urgent care clinic was shut,0.0,1.0
1063,i just got an email from the nanny agency i used to be work for with procedures on measles good lord people vaccinate your kids,1.0,1.0
1064,exciting synchrotron yields safer vaccine,1.0,0.6666666666666666
1065,deciding to vaccinate your child for communicable diseases is not a personal choice its a social responsibility gw,1.0,1.0
1066,measles on the rise in us and tennessee what you can do to protect your family and how the disease made its way back at pm,1.0,0.6666666666666666
1067,the facts dont lie badcorrupt science in basic mmr vaccine controversy great comic that tells the story,-1.0,0.6666666666666666
1068,amnews india should take lead to fight viral diseases the complex challenge for a hiv vaccine is that it is a,0.0,0.6666666666666666
1069,see for yourself how many kids are vaccinated search the data for yourself to find how many the students in your,0.0,0.6666666666666666
1070,anthrax vaccine as if not my children we need vaccine the mission to protect usa is over,-1.0,1.0
1071,elb protect children from misguided parents i had measles back in when i was a child that was before the vaccine against,1.0,1.0
1072,if i had do over i wouldve never vaccinated my son,-1.0,0.6666666666666666
1073,officials measles tally doubled in the past month measles cases are accelerating and in the last five months,0.0,0.6666666666666666
1074,can we break mmr streams up in an hour,0.0,1.0
1075,princeton university reports suspected case of measles princeton university says they have received a report of an,0.0,1.0
1076,please vaccine your kids please,1.0,1.0
1077,what if the cure for is a,0.0,1.0
1078,so should i be worried that the cdc felt the need to produce this clinical guidance for smallpox vaccine use,-1.0,0.3333333333333333
1079,lets take it back to my second year with the mmr beautiful picture isnt it saturday night,0.0,1.0
1080,wow u really r an idiot have the measles or whtevr uve contracted already gotten your brain from not getting vaccinated,1.0,0.6666666666666666
1081,conspiracy not about vaccine manufacturers science standards,-1.0,0.3333333333333333
1082,received memo from state health dept to be on alert for add it to the list,0.0,1.0
1083,in old days men married women before children arrived ss benefits tax benefits amp legal benefits hernandezs girl friend has no immunity,0.0,1.0
1084,rt tens of thousands of san francisco commuters possibly exposed to measles by infected linkedin employee,0.0,0.6666666666666666
1085,vaccinations urged after bartender diagnosed with hepatitis state health officials are investigating a case of,1.0,0.6666666666666666
1086,on average people who complain live longer releasing this tension increases immunity and boosts their health,0.0,1.0
1087,states confirm measles cases is it worse than ebola scare,0.0,1.0
1088,billion people in world will not see a health worker we must support health vaccines children,1.0,1.0
1089,ceo says outbreak not hurting attendance,0.0,1.0
1090,wally tricks him into thinking the girl is dead so he says his plan to kill her amp become king amp to get rid of his diplomatic immunity,0.0,1.0
1091,what of the human democrat viruses what vaccine is available for the uncurable diseases of delusion and stupidity,0.0,1.0
1092,godamn for mmr,0.0,1.0
1093,jan link in,0.0,1.0
1094,the amount of paperwork i need to do for school is insane,0.0,1.0
1095,is that at the mmr bbq last night,0.0,1.0
1096,thats like saying look i made my own disease after the vaccine comes out,0.0,1.0
1097,you put the world at risk mt vaccinating your kids isnt a personal decision when measles is back i wish it were,0.0,1.0
1098,is he right rt lots of autism vaccine response stop these cont,1.0,0.6666666666666666
1099,cdc people in states now sickened with measles outbreak likely to get worse,0.0,1.0
1100,this article outlines the details about vaccines the cdc recommends for young children,1.0,1.0
1101,angry parents show up at middle school parents questioning why their kids were sent home ahead of vaccination law,0.0,1.0
1102,every person that does not vaccinate their childrenread this,1.0,1.0
1103,skulls amp stuff,0.0,1.0
1104,mmr is the movement,1.0,0.6666666666666666
1105,coming home from vacation with somewhere around bug bites i look like i have measles or chicken pox or something like that,0.0,1.0
1106,aids n hiv vaccine quickly save only time the world consequences according to estimates of the world health,1.0,0.6666666666666666
1107,with brooks brothers releasing the gatsby line i cant help but get hype i cant wait till everyones driving town cars amp getting measles,0.0,1.0
1108,check out this episode fda never tested if mercury in vaccines responsible for this wow,0.0,1.0
1109,more medical outreach response event at silver stage hs free health dental mental health screenings vaccines,1.0,0.6666666666666666
1110,measles celebrating the end of this wonderful az experiment hopefully next time the above m will have been eradicated,1.0,1.0
1111,is looking for school nurse for a story on vaccinations anyone know someone who could help,0.0,1.0
1112,vaccines never caused autism until someone said they did think about that,1.0,0.6666666666666666
1113,theres fucking measles in riverside,0.0,1.0
1114,finally someone tells it like it is rt vaccines do not cause autism ok,1.0,1.0
1115,cases of measles these idiots need to vaccinate their kids really,1.0,1.0
1116,rt my mom supports rand paul and now i have measles,0.0,0.6666666666666666
1117,athletes are requesting bank charters to gain immunity from doping scandals,0.0,1.0
1118,walt is getting his vaccinations and i can hear him meowing for help im sorry baby,1.0,0.6666666666666666
1119,mmr,0.0,1.0
1120,as measles spreads antivaccination parents stay mostly silent as the measles virus spreads many,0.0,1.0
1121,another study finds no link between mmr vaccine and autism,1.0,0.6666666666666666
1122,when ur friends are at disneyland but you cant go cause measles,1.0,0.6666666666666666
1123,another study finds no link between mmr vaccine and autism,0.0,0.6666666666666666
1124,im still very upset about the killing of health workers carrying out vaccination in kano it a serious setback,0.0,0.6666666666666666
1125,not to be a downer but that kid should be home just had chemo and has little to no immunity,0.0,1.0
1126,en mi tl solo leo mmg mmr mmñ mmgvs entre otras cosas,0.0,1.0
1127,im sorry but that is inaccurate please look at what is inside of vaccines its toxic and there are so many diff,-1.0,1.0
1128,me what does measles even do to you puts hair on your balls,0.0,1.0
1129,the news makes me so disappointed why are you talking about people falling off skate boards why not talk about the measles in disneyland,0.0,1.0
1130,cdc forced to release documents showing they knew vaccine preservative causes autism,-1.0,1.0
1131,agreed can educate on needed vaccines and make sure imm record is available when getting sports physical,1.0,0.6666666666666666
1132,trinity health colorado identified disparity in rate of pnemo vaccines by race initial reaction challenge the data,0.0,1.0
1133,where he will promptly contract measles,0.0,1.0
1134,just found out basically the only person i like at work doesnt vaccinate her kids swear to jesus if i end up getting measles its a wrap,1.0,1.0
1135,from arrest unless there is probable cause that killing was not in selfdefense,0.0,1.0
1136,simple basic info that is getting out there through sm,0.0,0.6666666666666666
1137,in the case of all including amp,0.0,0.6666666666666666
1138,amid measles outbreak one crucial group not required to vaccinate while much of the attention in the ongoing,0.0,0.6666666666666666
1139,vaccines can cause autism happened in my home to my baby who is now to violent to live at home,-1.0,1.0
1140,new vaccine required for students the state department of health has announced new vaccination guidelines for,0.0,0.6666666666666666
1141,kindercare to require measles vaccines for infant caregivers,1.0,0.6666666666666666
1142,obviously rt umm duh rt quebec measles outbreak could have been prevented,1.0,1.0
1143,wake tf up search fame_oliverxx and,0.0,1.0
1144,kristin cavallari has once again confused vaccination with people wanting to sterilize her and jay cutler you are the disease kristin,1.0,0.6666666666666666
1145,are measles relatives to weasles,0.0,1.0
1146,aids in children carry immunity to aids study the study published in science translational medicine,0.0,1.0
1147,having had meningitis times they think i have shingles on my brain i am a big advocate of the vaccine,1.0,1.0
1148,wouldnt it be nice to help cure autism amp and along with vaccines cure other diseases,1.0,0.6666666666666666
1149,the cdc says that measles cases are at a year high we need leadership to combat fake science,0.0,0.6666666666666666
1150,up early again today this time talking about immunization shots on theres only one week left til school in lee county,0.0,0.6666666666666666
1151,there are no legitimate studies showing any vaccineautism link anecdotes amp small prelim studies dont count,1.0,1.0
1152,i wanna go but fuck the measles,0.0,1.0
1153,but some vaccinated are at risk,1.0,1.0
1154,measles outbreak fuels debate over whether or not to vaccinate as measles spreads closer to wisconsin many are,-1.0,0.3333333333333333
1155,hbs going to give us measles,0.0,1.0
1156,loudoun health district director provides us an update on the ongoing measles investigation has our story today,0.0,1.0
1157,omg hahah yeah so far all ive read is that i have the measles,0.0,1.0
1158,the ugly truth about vaccines is coming to light in new developments via,-1.0,1.0
1159,please vaccinate your children the research that said it causes autism was pulled from medical journals,1.0,1.0
1160,the right wing hysteria that illegals are the reason for the measles outbreak is absurd put the blame where it belongs,0.0,0.6666666666666666
1161,mmr dance party at reed college its so normal,0.0,1.0
1162,reports decline in vaccinations not good cancers,1.0,1.0
1163,outbreak of measles cases linked to disneyland nonvaccinated people asked to stay away happiness isnt the,0.0,0.6666666666666666
1164,cdcs iis clinical decision support for immunization cdsi update,1.0,0.6666666666666666
1165,glad im not home right now since theres a measles outbreak less than mins away from my house,0.0,0.6666666666666666
1166,drug companies make very little on vaccines conspiracy claims have no basis,0.0,0.6666666666666666
1167,on average people who complain live longer releasing this tension increases immunity and boosts their health im immortal,0.0,1.0
1168,stop blaming first now which diseasesbrought their ancestors,0.0,1.0
1169,imported and while at the same time giving iran the nuclear option hmmm,0.0,1.0
1170,autism risk is linked to pesticides not vaccinations,1.0,0.6666666666666666
1171,not a troll worked in public health for years i know amp have read about vaccine safety my kids are immunized,1.0,1.0
1172,have to scare the masses into getting more costly big pharmaceutical backed vaccines that will end up harming more than helping,-1.0,1.0
1173,mt you have the power to protect your child make sure your child is fully immunized,1.0,1.0
1174,i guess money cant buy a brain,1.0,1.0
1175,tnf inhibitors and measles,0.0,1.0
1176,stupid is going to kill us all rt antivaxxers have brought measles back to new york city more,1.0,0.6666666666666666
1177,new law requires whooping cough booster shots immunization for middle high school students,1.0,0.6666666666666666
1178,how soon is too soon for building up your childs immunity to iocaine powder,0.0,1.0
1179,serious measles vaccine side effects extremely rare doctors say,0.0,0.6666666666666666
1180,to the parents who dont vaccinate your kids,1.0,1.0
1181,health officials urge vaccinations for swine flu health officials are urging people to be vaccinated for swine,1.0,0.6666666666666666
1182,we can never under any circumstances give immunity she looks to be the most crooked in scandal behind and,0.0,1.0
1183,stis and risky behaviors dont increase after hpv vaccination aka no reason to not vaccinate check the article,1.0,0.6666666666666666
1184,arizona monitoring people for measles linked to disneyland cbs news,0.0,1.0
1185,new legislation proposed would close loophole on personal exemptions for vaccinations for children wanting to enroll in public schools,0.0,0.6666666666666666
1186,i need to get mmr shot after school whos going,1.0,1.0
1187,oh good lord maybe you have the measles like me feel better bby,0.0,1.0
1188,symptoms amp a review of of her immunization records realized illinois wasnt doing tdap booster in,1.0,0.6666666666666666
1189,ok where do i start with this shit first vaccines dont make you autistic and autism isnt gay,1.0,1.0
1190,the first child in the history if children who cant wait to get her shots,0.0,0.6666666666666666
1191,this bitch just told donald trump vaccines gave her multiple kids autism eye roll,1.0,0.6666666666666666
1192,hitler had measles when he was six,0.0,1.0
1193,helps researcher with real data showing fold higher risk of autism in africanamerican boys wmmr,-1.0,0.6666666666666666
1194,washington womans measles death is first in us since a washington woman died from measles in the spring,0.0,1.0
1195,vaccine know your rights and risks thirty forty vaccinations before elementary school ends if true,-1.0,0.6666666666666666
1196,working out hard doesnt grant you immunity from the harmful things that you put into your body,0.0,1.0
1197,hey man do your research the worst part about measles is it can make your kid look irish,0.0,0.6666666666666666
1198,doh confirms cases of measles in nyc including on les the health department has now confirmed cases of,0.0,1.0
1199,whooping cough vaccine safe for older adults,1.0,1.0
1200,if you dont vaccinate your kid i hope you get polio,1.0,1.0
1201,dph measles traced to trader joes in framingham two cases of measles have been confirmed in residents of the,0.0,1.0
1202,before scoffing at rdworld reactions to ebola remember that stworld people arent vaccinating their kids and measles is a thing again,1.0,1.0
1203,you are exactly right i dont know what this paranoia is that people have against vaccines theyre paranoia is killing children,1.0,1.0
1204,soul vaccination roll up your sleeve if you aint buggin you might still got the disease,0.0,1.0
1205,your vagina has the measles get outta there,0.0,1.0
1206,theres no side to be on on this you either get your kids vaccinated or keep them at home period,1.0,0.6666666666666666
1207,it is frightening to see the reemergence of diseases that have not been seen in decades,1.0,1.0
1208,mercury contamination in california to last years yet they find mercury in vaccines smh,0.0,0.6666666666666666
1209,yes choose to put other peoples lives at risk when all the medical research shows that vaccines are safe,1.0,0.6666666666666666
1210,measles on bart are we going to have to have to ford the transbay tube next and hope all thats sacrificed are a few bikes,0.0,1.0
1211,illinois measles cases climb to with new adult sick health officials in suburban chicago say customers of a,0.0,1.0
1212,stopping to eat in ashland or a lovely town notable for the highest child vaccination optout rate in the country sciencehatin hippies,1.0,1.0
1213,the science is clear the earth is round the sky is blue and lets protect all our kids,1.0,1.0
1214,very interesting option rt blood test can determine measles immunity,0.0,0.6666666666666666
1215,oh shit people catching measles now how much can i buy one of yall for,0.0,1.0
1216,stop blaming first now which diseasesbrought their ancestors,0.0,1.0
1217,how could you not vaccinate your child and refuse every test put in place for the sake of your childs health,1.0,1.0
1218,on average people who complain live longer releasing this tension increases immunity and boosts their health,0.0,1.0
1219,soooo health industry can make more money off of measles epidemics than mmr vaccine who woulda thought,1.0,0.6666666666666666
1220,getting our immunizations for our trip to bolivia staring to get excited kent county health dept,1.0,1.0
1221,now i have to go to a clinic for my mmr shot,1.0,0.6666666666666666
1222,because the younger you vaccinate the more effective it is long term a child immune system development is key to adult sys,1.0,0.6666666666666666
1223,for the record i vaccinate my kids,1.0,1.0
1224,thats all i can pay attention to lmao but thank god we know vaccines dont cause autism,1.0,1.0
1225,rtuser bill could force tx parents to vaccinate kids,-1.0,0.3333333333333333
1226,no link between mmr vaccine and autism even in children with autistic siblings,1.0,0.6666666666666666
1227,measles case confirmed at plano isd school,0.0,1.0
1228,roald dahl becomes sage of us measles outbreak,0.0,0.6666666666666666
1229,wtf i look like i have fuckin measles what a good way to randomly wake up,0.0,1.0
1230,see vaccine exemptions in texas by school district the heavily democratic and rapidly growing travis county,0.0,0.6666666666666666
1231,middleaged man in port angeles confirmed with measles source of exposure unknown,0.0,1.0
1232,wheres the bitch thats tellin everyone i have measles thatll cause a twitter fight,0.0,1.0
1233,hapoy birthday wendy we all got our measles shots at in anaheim ca,1.0,0.6666666666666666
1234,map of shows the influence of anti movements via,1.0,0.6666666666666666
1235,going to go take effing shots yellowfever smallpox measles hep b malaria and two others the things i do to go to exotic lands,1.0,0.6666666666666666
1236,getting my mmr vaccine go to the doctor it might save your life west des moines family physicians,1.0,1.0
1237,bart riders commuting to san francisco possibly exposed to measles after patient rides train bart riders commuting,0.0,1.0
1238,josh linkner spread vaccine not disease with your mood actions josh linkner reinventing career company,1.0,1.0
1239,via australia to stop payments to families who refuse child vaccinations,0.0,0.6666666666666666
1240,do you know someone who is opposed to vaccinating children theyll want to watch todays news at,0.0,0.6666666666666666
1241,you know youre a car dealer when you try to type mmm and your iphone corrects it to mmr,0.0,1.0
1242,good la times bill removing california vaccine exemptions approved by key senate panel,-1.0,0.3333333333333333
1243,some pediatricians waiting on flu vaccines for kids flu season is almost upon us but some parents are finding it,0.0,0.6666666666666666
1244,the measles case is depressing,0.0,1.0
1245,hey if measles amp ebola can make it here so can u,0.0,1.0
1246,mmr vaccine and autism vaccine nihilism and postmodern science,0.0,0.6666666666666666
1247,ensure your kids are vaccinated its unfair to deny them this lifesaving responsibility,1.0,1.0
1248,we are here madhatterdc,0.0,1.0
1249,wow is already over in the east coast fast vaccines save lives,1.0,1.0
1250,maybe its our natural desire to immunize those we love like giving your kids chicken pocks,-1.0,0.3333333333333333
1251,when you take your child to kindergarten you need proof that your child has had their immuizations for measles hepatitis varicella,1.0,0.6666666666666666
1252,boom,0.0,0.6666666666666666
1253,measles in az glad im not going to,0.0,1.0
1254,immunity from sickness or diseases,0.0,1.0
1255,with giving back to school vaccinations followed by an evening giving away back to school clothes,1.0,0.6666666666666666
1256,accomplished a great goal tonight on the druid k mmr in s definitely my most favorite bracket,0.0,1.0
1257,the people who refuse to get their kids vaccinated but complain about them being sick are literally the worst kind of people,1.0,0.6666666666666666
1258,injectable d vaccines could fight cancer and infectious diseases,1.0,1.0
1259,disneyland measles outbreak hits cases and counting,0.0,1.0
1260,they dont tell you how many people die from mmr shut up seriously idiot,1.0,0.6666666666666666
1261,if you think an attenuated vaccine is going to paralyze your child i hope they get polio and blame you for the rest of their lives,0.0,0.6666666666666666
1262,there is no gray area in this issue measles are highly contagious vaccinate,1.0,1.0
1263,measles cases in california soar concern growing elsewhere in us last wednesday the number was nine days,0.0,1.0
1264,burda measles salgını başladı cada tekrardan çocuklarını aşılatmayan gerizekalar yüzünden,0.0,1.0
1265,omg ppl who think vaccines cause autism,1.0,1.0
1266,a lot of antivaxxers in response say its a calculated risk as in they prefer measles over vaccine injury,1.0,1.0
1267,i dont understand how people dont vaccinate their kids,1.0,1.0
1268,rockland county health comm highlights how easily measles can spread,0.0,0.6666666666666666
1269,tell us all about autism and vaccines you ridiculous moron,1.0,1.0
1270,bottom line vaccines are safe and save lives and they do not cause autism,1.0,1.0
1271,austerity is not a vaccine to crisis it is a parasite with pandemic potential it drains life killing slowly,0.0,1.0
1272,for the vaccinesautism peeps our new favorite website spurious correlations,-1.0,0.3333333333333333
1273,would you have one of your fingers surgically removed if it guaranteed immunity from all major diseasesdamn riqht,1.0,1.0
1274,on bill gates saying that vaccines have absolutely no link to autism dear world mr gates is smarter than you listen to him,1.0,1.0
1275,rice students raising money for childrens vaccinations,1.0,1.0
1276,most disgusting ingredients used to make vaccines,-1.0,0.6666666666666666
1277,hey be responsible and stop giving the anti vaccine nuts a forum to spread their lies,1.0,1.0
1278,a cut in federal immunization programs despite the negative propaganda and measles out break via,0.0,0.6666666666666666
1279,disney measles outbreak resort asks staff for proof theyre protected,0.0,0.6666666666666666
1280,measles case confirmed in northeast tarrant county health officials say the northeast tarrant county resident,0.0,1.0
1281,ay lilly please te pareces a los políticos de nuestro país,0.0,1.0
1282,cootie shot vaccine,1.0,0.6666666666666666
1283,heyy please follow me and she has beadles measles over you,0.0,1.0
1284,open letter from a grandmother to her daughters regarding,1.0,0.6666666666666666
1285,whats in your if you knew you probably wouldnt get one,-1.0,1.0
1286,on average people who complain live longer releasing this tension increases immunity and boosts their health im going to live forever,0.0,1.0
1287,people who complain live longer releasing tension increases immunity and improves overall health im gonna live forever,0.0,1.0
1288,rtuser on average people who complain live longer releasing this tension increases immunity and boosts their health,0.0,1.0
1289,flip flop much dont make parents vax kids but must be qtined way bigger risk for measles spread than ebola,1.0,0.6666666666666666
1290,i dont vaccinate my children amp my mother never vaccinated me however i dont the issue is black amp white and im not everyone,-1.0,1.0
1291,parents that do not get their children vaccinated not due to extreme financial hardship should be charged with endangerment,1.0,1.0
1292,great to be able to spend thanksgiving at home with the family a little extra thankful this thanksgiving,0.0,1.0
1293,amazing of course they are antivaccine megachurch hit with measles epidemic now offering vaccinations,1.0,0.6666666666666666
1294,sippin on gin amp juice tonight madhatterdc,0.0,1.0
1295,whooping cough vaccine safe for pregnant women study a new study found that the whooping cough vaccine does not,0.0,0.6666666666666666
1296,health department releases new immunization rules new indiana health department rules require two chicken pox,0.0,0.6666666666666666
1297,autism awareness day remember vaccines do not cause autism vaccinate ur autistic child and make a point of loving them,1.0,1.0
1298,measles outbreak might have spread to nonamish and into delaware county a delaware county individual likely has,0.0,0.6666666666666666
1299,this is the paper im submitting to colleges when they ask my title is outrnageous measles is an rna virus boom,0.0,1.0
1300,good you cant have a personal belief about yrs of public health science,1.0,1.0
1301,watch of for dem measles,0.0,1.0
1302,even after taking shots of vaccine today my baby was still able to play dress up at her mini birthday party todaygod bless u baby,1.0,1.0
1303,nah i had my kids immunized i believe in it,1.0,0.6666666666666666
1304,downloadingg mixtapee,0.0,1.0
1305,will vaccines protect your kids from measles when it comes to protecting your kids from the measles outbreak,0.0,1.0
1306,on average people who complain live longer releasing this tension increases immunity and boosts their health,0.0,1.0
1307,i thought doctors and nurses only lie to kids she said my left arm will be sore tomorrow due to vaccinations it is sore like a bitch now,1.0,0.6666666666666666
1308,hed just have gotten measles anyway,0.0,1.0
1309,the neighborhood im walking through is so itb that all the moms claim they dont vaccinate their kids to be trendy but they actually do,1.0,0.6666666666666666
1310,i have no mmr that will truly scare people,0.0,1.0
1311,my poor babys ally got immunization shots plus a flu shot and mady got dlc pediatrics dr martin garza,1.0,0.6666666666666666
1312,good exempt from vaccines exempt from school period california moves to ban all vaccination exemptions,1.0,0.6666666666666666
1313,ca reporting of measles cases vaccinated,0.0,0.6666666666666666
1314,and are paying the price for lack of mmr requirements,0.0,0.6666666666666666
1315,i did too but all my children have had the vaccine and they are all older than damian,1.0,1.0
1316,eradicating polio using gis to fight this disease vaccinations and improved sanitary conditions,1.0,1.0
1317,measels outbreak isnt that a mandatory vaccine you receive as an infant parents get your shit together,1.0,1.0
1318,damn the whole team came out,0.0,1.0
1319,epidemiology tidbit the coolio vaccine successfully eradicated the public health menace in,0.0,0.6666666666666666
1320,pretty sure my cabbie has diplomatic immunity based on the speeds we are traveling,0.0,1.0
1321,the pic thatll impress my kids the most advocate,1.0,1.0
1322,must see documentary on on the history of polio and discovery of vaccine a paralyzing fear the story of polio in america,1.0,0.6666666666666666
1323,just randomly got really angry about parents not vaccinating their children,1.0,0.6666666666666666
1324,its time for the luddites to get their children vaccinated or keep them away from mine,1.0,1.0
1325,yay for requiring children to be vaccinated before attending public school wishing would follow suit,1.0,1.0
1326,but i have higher mmr than some in our matches but im always last and he is always first idk was just weird,0.0,1.0
1327,study of more than kids finds no link between mmr vaccine and autism,0.0,0.6666666666666666
1328,measles mumps drawn on freckles,0.0,1.0
1329,i dont worry cause everythings gonna be alright home sweet home,0.0,1.0
